user_id,loan_type,loan_amount,interest_rate,loan_tenure,start_date,monthly_payment
16,business,58237.35338834084,16.64244823095558,36,2023-08-10 09:10:33.065309,2065.9720823156267
16,emergency,52865.36493064226,14.93067638218291,12,2023-07-25 09:10:33.065309,4769.80947219364
17,emergency,61482.010086223905,14.53419710343936,36,2023-04-28 09:10:33.065309,2117.2964177891995
17,business,51768.469321873315,12.838541913743722,24,2023-06-16 09:10:33.065309,2457.243200236906
18,personal,235833.8507162558,24.169978177446403,12,2023-05-29 09:10:33.065309,22319.757895977473
18,business,183218.08741268393,22.424675955389226,6,2024-09-17 09:10:33.065309,32564.395885099915
18,personal,224678.86047604107,24.017062220080113,36,2024-10-10 09:10:33.065309,8816.805551847143
18,education,131425.1721427319,25.34857662312028,24,2024-03-04 09:10:33.065309,7037.367594266769
20,emergency,206134.94999698648,16.68021553052678,24,2024-07-28 09:10:33.066318,10160.133179431386
21,business,263403.80587213364,28.172133558480112,36,2024-07-14 09:10:33.066318,10919.836532780662
21,business,423709.62346683437,33.34983883993181,6,2023-04-10 09:10:33.066318,77644.17712708501
21,emergency,165987.348081077,18.622144665133124,3,2024-10-21 09:10:33.066318,57055.1751238653
22,personal,129035.4561288057,27.653648475178578,36,2024-05-24 09:10:33.066318,5313.253652850568
22,personal,51745.77332641091,32.38671374941765,12,2024-04-17 09:10:33.066318,5105.490029428946
23,personal,114287.7527377041,23.168086414547666,3,2023-08-22 09:10:33.066318,39576.30947079577
23,business,28509.55629295938,32.20837587616185,24,2023-06-27 09:10:33.066318,1626.637024783263
24,personal,50028.35223750821,35.167265367129595,36,2023-08-17 09:10:33.066318,2267.823109677576
24,emergency,109995.17603243519,15.98162458489887,36,2023-05-14 09:10:33.067322,3866.1062373558693
26,emergency,24486.42152550258,35.79488562822701,36,2024-02-04 09:10:33.067322,1118.7123347717948
26,personal,57455.34147345867,32.10074001782534,24,2023-08-14 09:10:33.067322,3274.945881511691
26,asset_financing,55723.02247641833,18.526909425556767,12,2023-10-31 09:10:33.067322,5122.669989886788
27,emergency,80955.44712590035,19.764729899651797,36,2023-06-06 09:10:33.067322,2998.898647203238
28,personal,63296.20500911378,23.05607591600374,24,2023-05-26 09:10:33.067322,3316.793954470045
28,education,111419.54772829078,21.64865320531778,12,2024-07-03 09:10:33.067322,10409.412246231348
31,asset_financing,18420.385585638098,34.98315951054211,12,2023-04-21 09:10:33.067322,1841.2021523967198
31,personal,61816.860275543346,21.21702332138641,6,2023-09-05 09:10:33.068330,10949.688802570363
32,emergency,79948.39010401235,14.319476022906056,12,2023-07-09 09:10:33.068330,7190.358820119033
33,business,150153.291340936,23.43507050974559,3,2024-03-05 09:10:33.068330,52018.61798795939
33,education,117500.97249548508,20.75209622962408,24,2023-03-22 09:10:33.068330,6023.566079509823
33,emergency,128522.24415316316,28.642131073351415,36,2024-04-24 09:10:33.068330,5360.826659547761
33,emergency,141403.13817662807,22.222505003206546,12,2024-10-15 09:10:33.068330,13249.685955660412
35,asset_financing,131541.43776021083,32.39902393207693,12,2024-07-09 09:10:33.068330,12979.320543581522
35,education,221147.07359608042,23.483785682572538,12,2024-11-09 09:10:33.068330,20856.370916232598
35,emergency,140915.8653559746,27.645620773499054,12,2024-07-02 09:10:33.068330,13574.804673402055
36,education,35950.72125798298,34.38107014445882,6,2023-11-25 09:10:33.069335,6606.769011558377
37,personal,81640.11609261477,26.72730967174521,3,2024-06-07 09:10:33.069335,28434.506180026405
38,education,109631.94194715722,33.78565039626031,24,2023-03-31 09:10:33.069335,6345.483707349616
39,personal,187158.9464531826,35.404319423412204,36,2024-09-29 09:10:33.069335,8509.212264602877
39,emergency,100971.03519226516,28.215909652969753,12,2023-10-03 09:10:33.069335,9754.978605883909
39,business,191949.45282471238,21.894713467959974,3,2024-06-24 09:10:33.069335,66332.04351345557
40,asset_financing,118802.87075543302,20.14332641542962,24,2024-02-26 09:10:33.069335,6054.888998333742
40,emergency,30538.411512796763,35.94598533624482,24,2024-10-24 09:10:33.069335,1802.3400530179845
40,personal,125456.13337376474,21.95581573251245,6,2023-09-06 09:10:33.069335,22268.571677256343
41,business,159491.5857336434,29.531819459575186,3,2024-08-09 09:10:33.070339,55801.7748383691
41,personal,59867.86831210033,26.443361614690733,36,2024-03-25 09:10:33.070339,2426.2753753964907
41,emergency,94629.46029520979,19.136676751403336,24,2024-07-21 09:10:33.070339,4776.426432565028
42,business,61476.442750006405,17.15799675328126,6,2023-10-26 09:10:33.070339,10764.895528989493
45,education,121099.09113985219,25.58041344751792,3,2023-04-08 09:10:33.070339,42099.44347456773
46,emergency,117135.08623284218,26.745600178351772,6,2024-12-17 09:10:33.070339,21073.39325513979
46,education,76907.57995915833,30.993834012167415,24,2024-06-17 09:10:33.070339,4339.56148381691
47,asset_financing,97554.16565962647,14.98430019434089,6,2023-06-06 09:10:33.070339,16976.963277074912
48,education,194796.6661832529,24.390799180744175,36,2023-08-02 09:10:33.071343,7682.456587401367
49,asset_financing,153459.9518280459,12.309773471543807,36,2024-08-17 09:10:33.071343,5119.8011910456435
49,asset_financing,99522.38013038265,22.556535353132038,24,2023-09-26 09:10:33.071343,5190.430267554904
49,business,75392.16777185682,26.3870673518092,12,2023-11-30 09:10:33.071343,7216.431631087449
49,personal,54028.97140088803,32.048940726821904,6,2023-08-21 09:10:33.071343,9865.044754350685
50,business,212865.68435403742,30.825731357107134,3,2024-11-01 09:10:33.071343,74631.45653758109
50,emergency,127425.13096250156,21.962998548833305,12,2023-05-05 09:10:33.071343,11924.007033154832
50,business,140744.51630391262,16.4361215507286,36,2024-07-12 09:10:33.071343,4978.517272519564
50,education,199951.80258225635,17.442543007671496,6,2024-09-24 09:10:33.071343,35041.08021901848
51,education,79950.70422230293,13.227604934889543,36,2024-02-11 09:10:33.071343,2702.628439702654
52,asset_financing,64539.33476066876,12.619425428716362,36,2024-07-14 09:10:33.072347,2162.7735131246436
52,emergency,98591.30905986261,18.194494299851243,36,2024-03-04 09:10:33.072347,3573.93872417397
52,business,27254.224847712467,16.44664440800496,3,2023-11-24 09:10:33.072347,9334.894042683269
54,personal,38030.490254532466,31.11562534390994,3,2023-12-02 09:10:33.072347,13339.851712370719
54,education,57385.96611501027,28.577431562718314,36,2023-11-25 09:10:33.072347,2391.6274428809256
54,asset_financing,25392.895862375924,14.187375346672262,24,2023-04-08 09:10:33.072347,1221.43509614352
55,education,47271.91933467837,30.3833177965243,3,2024-06-07 09:10:33.072347,16561.88838653558
56,education,554426.1883934309,35.22726570356364,36,2024-05-01 09:10:33.072347,25151.40990277331
56,emergency,172365.04238977432,16.296759298598012,6,2024-11-20 09:10:33.072347,30108.336806050538
57,emergency,76619.17552043367,13.74563874668804,6,2024-10-06 09:10:33.073354,13286.68365925773
58,asset_financing,294389.15595988045,17.391777543402398,3,2023-07-12 09:10:33.073354,100987.77813652693
58,education,257498.43303882534,20.02062514015464,24,2023-02-26 09:10:33.073354,13108.184065739242
58,emergency,156776.3543268316,31.29997355961322,36,2024-09-21 09:10:33.073354,6767.521517991107
60,asset_financing,193186.67496160444,26.846646938254537,24,2024-03-21 09:10:33.073354,10490.52224920172
62,asset_financing,130854.37415121894,22.41725222594296,36,2023-09-24 09:10:33.073354,5025.677909405613
62,education,57440.74357928379,28.061256718196802,12,2024-02-08 09:10:33.073354,5545.097373441267
62,education,78471.43096432717,20.396505220340508,3,2024-03-18 09:10:33.073354,27051.32949429004
63,education,41618.160017319235,31.859969799256163,12,2023-03-15 09:10:33.074358,4095.405933002271
64,education,84725.56887043231,28.678874864233144,36,2023-08-11 09:10:33.074358,3535.7010891774758
65,asset_financing,38901.79335498025,13.462289321297279,24,2023-08-07 09:10:33.074358,1857.9205684473438
65,personal,43768.34833142101,23.909741325619535,3,2023-07-25 09:10:33.074358,15174.655813943997
65,education,24564.543181895122,26.03586747133898,12,2023-09-10 09:10:33.074358,2347.0829728567155
66,personal,20700.310290774516,20.67953027618507,36,2024-12-21 09:10:33.074358,776.4836766232979
67,education,195917.47200699084,26.11424730253073,6,2024-06-18 09:10:33.074358,35184.57787295901
67,education,186413.06679444606,26.679514065359818,12,2023-04-25 09:10:33.074358,17869.76096996461
68,business,40876.64250279489,19.353970784424874,36,2024-12-11 09:10:33.074358,1505.7006583796115
69,business,29860.29071728892,30.544103715075998,3,2024-04-26 09:10:33.075362,10464.37272906832
69,emergency,50144.55397808185,20.649011816716097,24,2024-07-18 09:10:33.075362,2568.0739611326076
69,asset_financing,110344.39474908364,31.16773872855928,24,2024-06-30 09:10:33.075362,6236.187169773645
71,business,118426.95743333003,33.261935891938194,36,2023-08-19 09:10:33.075362,5241.316521696915
71,asset_financing,33912.314178743654,29.283779062342568,3,2025-01-17 09:10:33.075362,11860.249754556651
72,education,27734.139845747533,17.295625430921962,36,2024-04-02 09:10:33.075362,992.883014847789
72,asset_financing,86999.30902471372,28.197436873299715,6,2023-09-05 09:10:33.075362,15715.465307184428
73,asset_financing,49844.87708549809,34.429053137172374,6,2024-07-30 09:10:33.075362,9161.355567990873
73,personal,132163.01584770964,15.645268136079126,24,2024-07-26 09:10:33.075362,6448.73388069742
73,business,40236.65010499264,35.165031325097644,6,2024-10-11 09:10:33.075362,7410.464689942416
74,emergency,72658.70308180973,29.88515382458003,12,2023-10-16 09:10:33.076369,7079.18424740027
74,personal,129277.62431090468,20.88557245642984,3,2023-09-21 09:10:33.076369,44601.189247413306
75,education,65852.5927171471,30.911283206182357,12,2023-06-21 09:10:33.076369,6449.334466541206
75,emergency,32248.87327123213,23.65552476802265,3,2024-08-05 09:10:33.076369,11176.195368419812
75,education,120896.24493209283,30.84200777375417,24,2023-08-26 09:10:33.076369,6812.159527989177
76,business,231869.2857514785,17.845707020751167,6,2024-04-16 09:10:33.076369,40681.087121797646
76,asset_financing,274823.1868878339,15.295200785173686,6,2023-03-09 09:10:33.076369,47868.78534767213
76,education,144985.3278601406,31.486709631309203,24,2024-10-05 09:10:33.076369,8217.905711424415
76,education,140625.24242887684,31.277877711955348,36,2023-03-28 09:10:33.076369,6068.614250695809
77,asset_financing,469189.2344167845,13.28723499649994,12,2025-01-24 09:10:33.077375,41969.95863068364
77,emergency,295352.4605033295,16.668840796043618,12,2024-04-02 09:10:33.077375,26891.152888129385
78,personal,138815.0936127001,19.38897900658482,3,2023-11-20 09:10:33.077375,47774.9547159094
79,asset_financing,111693.69627828737,34.13260627323082,3,2025-01-01 09:10:33.077375,39369.028848899776
79,business,36474.55663688034,21.786672825747903,6,2024-02-25 09:10:33.077375,6471.176344615922
79,education,29127.87448325954,28.299901639669507,24,2024-05-23 09:10:33.077375,1603.2400109935088
80,personal,220051.40598035426,15.174910743624917,36,2024-05-14 09:10:33.077375,7647.016156933754
82,business,196886.01198161894,16.019033868431723,36,2023-07-25 09:10:33.077375,6923.77832013726
82,education,95216.68181879181,17.99934938085191,3,2024-02-03 09:10:33.077375,32695.75130727145
82,asset_financing,312339.7184270676,23.23153109947304,36,2025-01-03 09:10:33.077375,12128.30736351791
83,personal,267712.7863679574,18.644879267808292,6,2024-09-15 09:10:33.078379,47076.378627432394
83,business,308327.95344520593,29.912709223517794,3,2024-03-06 09:10:33.078379,107941.87963961321
84,asset_financing,59873.69706975501,16.901810552842292,36,2023-11-26 09:10:33.078379,2131.7358875210552
85,business,208367.00062710315,16.02755029550469,12,2023-05-27 09:10:33.078379,18908.033378017913
86,business,105603.18979890407,13.752086229591056,12,2023-07-31 09:10:33.078379,9469.492006830927
86,business,135044.32483317738,14.65448637295586,24,2023-02-25 09:10:33.078379,6525.699712433537
86,business,177044.3019168649,13.291932597803019,6,2023-10-11 09:10:33.078379,30661.830305852654
88,asset_financing,96512.29970975814,24.213457681677124,6,2024-07-27 09:10:33.078379,17240.28140049285
88,business,31449.06208264265,24.839200161826657,24,2024-11-15 09:10:33.079386,1675.94803992357
89,personal,179751.52688832697,32.58073458604617,12,2023-10-09 09:10:33.079386,17752.429878021954
89,education,132813.4214754295,19.82115222277897,6,2023-11-17 09:10:33.079386,23432.732876037528
89,emergency,78356.88695382171,31.86056865489161,3,2023-03-03 09:10:33.079386,27518.017117068048
90,education,41569.399057023606,22.275724152722876,3,2023-05-25 09:10:33.079386,14374.058216032603
91,business,54337.379380698134,14.563216896056726,6,2024-09-25 09:10:33.079386,9444.769329390392
91,personal,28870.626233373463,32.263556739657176,12,2023-07-07 09:10:33.079386,2846.7567644406477
91,personal,28032.545809524607,13.692855302230956,12,2024-10-03 09:10:33.079386,2512.9120884971376
92,education,120832.06936924584,23.436635299973695,36,2023-08-16 09:10:33.079386,4704.918656049484
92,asset_financing,160385.20984060402,23.588430585842517,6,2024-11-21 09:10:33.079386,28599.76741390583
93,emergency,187012.58031193612,26.542228689941936,24,2024-08-16 09:10:33.079386,10126.437116636678
93,emergency,107595.56980266717,30.108885981659053,12,2025-01-23 09:10:33.080582,10494.946607397
94,personal,82550.60522188355,27.492824553852536,36,2024-11-28 09:10:33.080582,3392.0099452709464
96,emergency,85027.04179482698,35.27078253370411,3,2023-07-27 09:10:33.080582,30024.52779519741
96,education,68004.49481012073,34.74671275126151,36,2024-09-17 09:10:33.080582,3066.513424346994
97,asset_financing,232987.21309812245,20.222185987467164,12,2023-12-09 09:10:33.080582,21607.43841932169
98,business,161085.87030928093,34.17775173229639,3,2025-01-24 09:10:33.080582,56782.55917568261
98,emergency,112854.24999317102,27.255487726862718,6,2023-06-22 09:10:33.080582,20332.245177316603
99,education,123183.51964997356,17.699599324065215,6,2024-11-30 09:10:33.080582,21603.384544027413
99,education,154769.44623779558,29.103974855677066,12,2023-09-15 09:10:33.080582,15019.896814634692
99,emergency,132337.29637750614,24.415043571654074,36,2024-04-29 09:10:33.081588,5220.852475458829
100,business,88590.9581330881,19.58643147712729,6,2023-08-07 09:10:33.081588,15620.028755743975
101,personal,80671.17802059307,14.15422801344377,36,2024-09-17 09:10:33.081588,2763.1963570746284
101,emergency,171724.4772352186,14.957938995181234,3,2024-02-23 09:10:33.081588,58674.40946007967
103,asset_financing,84150.22061313072,25.295838132075144,36,2024-04-26 09:10:33.081588,3358.97875731018
103,emergency,121416.71152801882,33.99573962677234,6,2023-08-15 09:10:33.081588,22289.304203221996
103,personal,74779.42095382248,14.757752240685846,24,2024-02-22 09:10:33.081588,3617.202612480897
104,education,80768.46831189575,23.160872021301838,36,2024-05-23 09:10:33.081588,3133.3011478039866
104,emergency,148309.8817337666,23.697226600129028,6,2024-08-24 09:10:33.081588,26454.60154432604
104,personal,72552.0443924205,22.67645838786098,36,2024-09-16 09:10:33.082592,2796.249597892365
105,education,33107.01078140547,31.111215921963172,6,2024-02-05 09:10:33.082592,6029.20460432816
105,emergency,72450.51515524894,34.583815741786495,24,2023-12-14 09:10:33.082592,4223.813415525484
105,personal,63851.98873951422,13.230323020223956,6,2024-09-29 09:10:33.082592,11056.408339988997
105,business,53386.56098279004,26.002116456442444,24,2024-09-13 09:10:33.082592,2876.234842333099
106,education,208912.88606455267,14.708236492406915,3,2023-08-06 09:10:33.082592,71351.63844629307
108,business,72452.63645469205,34.97123598095511,24,2024-04-14 09:10:33.082592,4238.728890746629
109,emergency,179179.2176460299,14.962796779448523,24,2023-06-27 09:10:33.082592,8684.63286232777
109,asset_financing,45184.985042244174,27.919457028096048,24,2024-09-17 09:10:33.082592,2478.2818318707637
109,education,71849.82425334062,34.52915124897684,24,2024-03-09 09:10:33.083596,4186.726026024323
110,asset_financing,192321.73422137534,33.53753563971807,6,2023-08-20 09:10:33.083596,35261.02573479041
110,asset_financing,176313.42439536157,21.44725248665861,12,2024-11-02 09:10:33.083596,16455.07812696355
111,education,193371.8652638662,28.32922593030053,12,2024-01-13 09:10:33.083596,18692.70392650219
112,personal,24712.063553589902,24.433851964741464,36,2024-05-03 09:10:33.083596,975.1629954207617
112,business,65623.78585668806,28.006258739008338,12,2023-05-05 09:10:33.083596,6333.289277358693
113,business,27149.826939137907,14.433116219276725,12,2023-08-28 09:10:33.083596,2443.24099196948
113,business,40225.38040089424,21.11369771571957,3,2024-09-15 09:10:33.083596,13883.040172521054
113,education,84048.85470026368,34.14249017025499,3,2024-03-01 09:10:33.083596,29625.434569931553
113,asset_financing,85018.63074374727,28.000455645420313,3,2023-04-14 09:10:33.083596,29672.244597524674
114,business,125779.4679689168,31.515543724031637,24,2023-10-06 09:10:33.084601,7131.180245419682
114,asset_financing,102390.26302615904,27.799378548145484,6,2023-04-05 09:10:33.084601,18475.102022028517
115,personal,140705.60001710546,19.869215856438203,36,2023-07-19 09:10:33.084601,5219.752672016974
116,education,70559.42432943883,29.775925945599024,12,2024-05-04 09:10:33.084601,6870.860876675354
116,asset_financing,246658.62408176102,24.43225035302635,36,2024-11-29 09:10:33.084601,9733.190434949149
117,emergency,89190.00611273809,14.547848485139212,24,2024-04-02 09:10:33.084601,4305.388900567568
118,business,122141.86231799072,25.84339007131814,12,2024-11-29 09:10:33.084601,11658.923090909248
120,personal,46500.808590152315,32.2558433266086,6,2023-03-10 09:10:33.084601,8495.373676502692
121,business,62036.05167689747,20.308725280327863,6,2023-05-14 09:10:33.085610,10960.343901551052
122,personal,85566.03300746289,35.19058314595646,6,2024-06-21 09:10:33.085610,15759.981791260188
122,asset_financing,150823.61507998433,28.82077673385312,24,2024-12-14 09:10:33.085610,8341.69435351367
122,asset_financing,117644.5386091442,18.961056676271678,6,2024-04-21 09:10:33.085610,20705.93833602504
123,business,55772.849503620906,13.349383076423333,6,2024-11-29 09:10:33.085610,9660.737167954609
124,education,15179.115281044347,20.23861173754676,6,2023-05-20 09:10:33.085610,2681.2689182453664
125,emergency,20634.854073487284,24.787848897633463,36,2024-05-12 09:10:33.085610,818.1246661345795
125,business,20111.691726032812,32.4228455857632,24,2025-01-09 09:10:33.085610,1149.735658135918
127,education,199048.80056422035,33.58197403894086,36,2024-08-09 09:10:33.086615,8845.153029073626
127,business,89432.865482415,32.279300487362434,24,2023-12-06 09:10:33.086615,5105.969954780121
128,emergency,36419.28125150364,17.4189492516151,6,2023-12-01 09:10:33.086615,6381.965153071028
128,asset_financing,75985.44969974358,23.24536787018723,36,2024-06-20 09:10:33.086615,2951.101944016636
129,asset_financing,125446.98191912139,19.629712170558804,24,2023-06-03 09:10:33.086615,6362.0553486617555
129,personal,107552.6550247072,14.080957622295365,24,2023-03-03 09:10:33.086615,5168.027428619223
129,education,86873.86389097928,15.208695705586468,6,2023-05-21 09:10:33.086615,15127.985959874568
130,personal,88862.43025657978,30.36759118860927,12,2023-06-19 09:10:33.086615,8679.01848400953
130,asset_financing,38814.79547149966,21.579026410679187,12,2023-08-22 09:10:33.086615,3624.9872769951908
130,emergency,84240.05992566451,34.04451846649243,24,2024-04-19 09:10:33.086615,4887.248484760364
130,business,101048.00401528359,31.244164042867343,12,2023-08-23 09:10:33.087624,9912.822898995137
131,personal,92413.15170868515,26.233348559216584,36,2023-11-27 09:10:33.087624,3734.880143301417
131,business,58540.88242607174,29.816878490154764,6,2024-02-24 09:10:33.087624,10622.672001398161
131,asset_financing,45389.55982897191,18.941853667672035,3,2024-08-11 09:10:33.087624,15609.992516863711
132,education,274183.7042545847,25.853185752214806,6,2023-07-14 09:10:33.087624,49204.2840116212
133,emergency,49877.29053592156,24.111294911458437,6,2023-07-14 09:10:33.087624,8907.171037811451
133,education,92215.02692786008,24.34775045548893,3,2024-01-11 09:10:33.087624,31994.042602355432
134,emergency,201374.17963165516,23.41112654805889,12,2024-06-25 09:10:33.087624,18984.520041144187
134,business,157212.79304063442,32.71103095951244,24,2023-06-17 09:10:33.087624,9011.086503045319
134,emergency,132563.65745329764,33.065985716703,6,2024-05-24 09:10:33.087624,24272.98146246739
135,asset_financing,175264.6568828583,21.640725426234635,3,2024-12-19 09:10:33.088629,60541.24673765624
136,emergency,88828.10070180237,29.169144412287725,12,2024-01-26 09:10:33.088629,8623.333759085339
136,personal,108353.92149783215,15.988439990633982,24,2023-09-06 09:10:33.088629,5304.746562289701
137,business,123239.45513469508,18.113968976081253,12,2023-11-08 09:10:33.088629,11305.277878474673
137,asset_financing,102285.24967844186,14.32066943490161,24,2024-11-08 09:10:33.088629,4926.519025543982
137,asset_financing,43405.14579551819,13.9011156002009,3,2024-11-17 09:10:33.088629,14804.879937590507
137,emergency,24785.68825500682,26.541523564307592,12,2023-06-30 09:10:33.088629,2374.316220011912
138,asset_financing,163053.00178207888,31.00783280173703,24,2024-01-13 09:10:33.088629,9201.555173373632
138,personal,90816.2297570809,33.45440425607977,6,2024-06-20 09:10:33.088629,16646.768888001923
139,emergency,79312.77162692061,18.30530264547127,36,2023-08-14 09:10:33.089634,2879.5084415016627
139,personal,86873.7632025669,18.69619896834712,3,2024-07-16 09:10:33.089634,29864.909368652505
139,business,130498.47729115517,25.885003636884754,3,2023-07-23 09:10:33.089634,45389.48238013426
139,asset_financing,58739.00877950409,24.25104315231459,24,2023-11-16 09:10:33.089634,3112.96058250336
141,personal,75888.68920711138,33.83028938666266,3,2023-09-04 09:10:33.089634,26735.743885053227
141,education,167206.4985329125,28.312914685844014,6,2024-12-14 09:10:33.089634,30213.757037119136
141,personal,188992.8104339464,12.340719227321369,6,2023-06-30 09:10:33.089634,32642.228206776625
142,education,360632.8490082376,17.681167340276875,24,2023-11-28 09:10:33.089634,17948.76370159527
142,personal,124751.4342075907,32.47961247999807,24,2024-07-13 09:10:33.089634,7135.420758874247
143,business,132981.68227707606,14.173427222422092,12,2024-06-29 09:10:33.089634,11950.896056189325
143,education,84839.75277663079,16.09110027795941,3,2023-04-25 09:10:33.090638,29041.70991849057
144,asset_financing,124092.06564699499,24.332796617118518,12,2024-06-28 09:10:33.090638,11754.09034738091
144,emergency,97576.54677892993,17.718952093274197,3,2024-10-08 09:10:33.090638,33490.738611526176
145,emergency,54864.67049931025,24.30870910504779,12,2023-08-14 09:10:33.090638,5196.181213811755
146,business,202421.62715555722,20.929045627492975,6,2023-09-05 09:10:33.090638,35826.01146902685
146,personal,118289.22556761334,32.809444377094735,12,2023-07-28 09:10:33.090638,11695.758511756087
146,emergency,134911.7371354283,28.56295482436819,24,2023-12-13 09:10:33.090638,7443.859445435616
147,emergency,101525.01707660216,17.527661392389064,24,2023-10-20 09:10:33.090638,5045.405244906646
147,personal,127520.20507521348,29.935141381436566,24,2023-05-18 09:10:33.090638,7125.757644152649
148,emergency,46585.402237712784,24.33796609838845,6,2023-06-19 09:10:33.091643,8324.603225696563
149,education,23592.49587438787,26.57578600303358,6,2023-09-15 09:10:33.091643,4242.430953516629
149,business,92660.27138803806,18.678423859650472,6,2023-07-19 09:10:33.091643,16295.541731317342
149,business,103256.95513488237,22.017398976146406,12,2023-08-29 09:10:33.091643,9665.13532090362
151,personal,32483.454842126623,26.88563637506689,6,2025-01-21 09:10:33.091643,5846.2851550077385
153,asset_financing,23810.813997727346,20.800293112871554,24,2024-08-26 09:10:33.091643,1221.1998001532927
153,education,132568.07841392947,22.665494842825932,36,2024-08-10 09:10:33.091643,5108.589471340007
153,education,105236.2312206533,18.40306918641194,24,2023-10-10 09:10:33.091643,5274.342400875173
154,personal,57357.428161369266,35.83064317878977,36,2024-07-29 09:10:33.092648,2621.658349619468
154,emergency,93616.5089121933,28.641060924452457,6,2023-08-10 09:10:33.092648,16931.760385652837
154,education,110820.0750000606,19.05400225211841,6,2023-12-26 09:10:33.092648,19509.941416756716
154,emergency,203795.58789037436,32.442968127853,36,2023-03-04 09:10:33.092648,8926.379116820815
154,asset_financing,169053.12849118203,33.96236290776072,3,2024-11-29 09:10:33.092648,59570.403478296656
155,asset_financing,88960.7888458504,24.438713296529066,36,2024-07-25 09:10:33.092648,3510.710402347163
155,emergency,98516.75380457187,24.449948330753028,12,2024-06-02 09:10:33.092648,9337.169658970692
156,personal,162580.25224739168,13.265274392028028,3,2023-12-26 09:10:33.092648,55395.95896852202
156,personal,76953.43197095321,22.921815252489225,36,2024-10-26 09:10:33.092648,2975.710970647605
157,personal,204798.9805886827,32.02379509798557,36,2024-12-07 09:10:33.092648,8922.602639960482
157,business,271421.9588624177,24.688975677217265,6,2024-08-12 09:10:33.092648,48549.756183084035
157,asset_financing,91478.51773008192,22.44035026416536,6,2023-06-14 09:10:33.093652,16259.717240581576
159,education,32968.44183309615,23.725019194566173,6,2024-02-10 09:10:33.093652,5881.167080618531
159,education,93921.39567673857,33.855959889213324,24,2024-07-28 09:10:33.093652,5439.622990804613
161,business,62597.15533818173,33.585900532015806,12,2023-07-25 09:10:33.093652,6213.358693935363
161,emergency,87470.48466556075,26.64902543476061,6,2023-07-15 09:10:33.093652,15732.27497307061
161,personal,46591.04429088267,34.37635539920906,36,2024-07-30 09:10:33.093652,2091.1821595170377
162,business,419110.3240089258,13.799041043280313,3,2025-01-04 09:10:33.093652,142928.64214176728
162,business,298254.9290265602,13.566642181595133,12,2024-10-06 09:10:33.093652,26718.673229911365
